
Code;Text
MA16AX11;sodium benzoate
MA16AX12;trientine
MA16AX13;uridine triacetate
MA16AX14;migalastat
MA16AX15;telotristat
MA16AX16;givosiran
MA16AX17;triheptanoin
MA16AX18;lumasiran
MA16AX19;phosdenopterin
MA16AX20;lonafarnib
MA16AX21;elivaldogen autotemcel
MA16AX22;thiomolybdic acid
MA16AX23;leriglitazone
MA16AX24;govorestat
MA16AX25;underdosed
MA16AX26;glepaglutide
MA16AX27;apraglutide
MA16AX28;sepiapterin
MA16AX29;doxicitin and doxribtimin
MA16AX30;sodium benzoate and sodium phenylacetate
MB;Blood and blood-forming organs
MB01;antithrombotic agents
MB01A;antithrombotic agents
MB01AA;vitamin K antagonists
MB01AA01;dicoumarol
MB01AA02;phenindione
MB01AA03;warfarin
MB01AA04;phenprocoumon
MB01AA07;acenocoumarol
MB01AA08;ethyl biscoum acetate
MB01AA09;clorindione
MB01AA10;diphenadione
MB01AA11;thioclomarol
MB01AA12;fluindione
MB01AB;heparin group
MB01AB01;heparin
MB01AB02;antithrombin
MB01AB04;dalteparin
MB01AB05;enoxaparin
MB01AB06;nadroparin
MB01AB07;parnaparin
MB01AB08;reviparin
MB01AB09;danaparoid
MB01AB10;tinzaparin
MB01AB11;sulodexide
MB01AB12;bemiparin
MB01AB51;heparin, combinations
MB01AC;platelet aggregation inhibitors excl. heparin
MB01AC01;ditazole
MB01AC02;cloricromene
MB01AC03;picotamide
MB01AC04;clopidogrel
MB01AC05;ticlopidine
MB01AC06;acetylsalicylic acid
MB01AC07;dipyridamole
MB01AC08;carbasalate calcium
MB01AC09;epoprostenol
MB01AC10;indobufen
MB01AC11;iloprost
MB01AC13;abciximab
MB01AC15;aloxiprin
MB01AC16;eptifibatide
MB01AC17;tirofiban
MB01AC18;triflusal
MB01AC19;beraprost
MB01AC21;treprostinil
MB01AC22;prasugrel
MB01AC23;cilostazol
MB01AC24;ticagrelor
MB01AC25;cangrelor
MB01AC26;vorapaxar
MB01AC27;selexipag
MB01AC28;limaprost
MB01AC30;combinations of platelet aggregation inhibitors excl. heparin
MB01AC56;acetylsalicylic acid, combinations with proton pump inhibitors
MB01AD;enzymes
MB01AD01;streptokinase
MB01AD02;alteplase
MB01AD03;anistreplase
MB01AD04;urokinase
MB01AD05;fibrinolysin
MB01AD06;brinase
MB01AD07;reteplase
MB01AD08;saruplase
MB01AD09;ancrod
MB01AD10;drotrecogin alfa (activated)
MB01AD11;tenecteplase
MB01AD12;protein C
MB01AD13;apadamtase alfa and cinaxadamtase alfa
MB01AE;direct-acting thrombin inhibitors
MB01AE01;desirudin
MB01AE02;lepirudin
MB01AE03;argatroban
MB01AE04;melagatran
MB01AE05;ximelagatran
MB01AE06;bivalirudin
MB01AE07;dabigatran etexilate
MB01AF;direct factor Xa inhibitors
MB01AF01;rivaroxaban
MB01AF02;apixaban
MB01AF03;edoxaban
MB01AF04;betrixaban
MB01AF51;rivaroxaban and acetylsalicylic acid
MB01AX;other antithrombotic agents
MB01AX01;defibrotide
MB01AX04;dermatan sulfate
MB01AX05;fondaparinux
MB01AX07;caplacizumab
MB02;hemostatics
MB02A;antifibrinolytics
MB02AA;amino acids
MB02AA01;aminocaproic acid
MB02AA02;tranexamic acid
MB02AA03;aminomethylbenzoic acid
MB02AB;proteinase inhibitors
MB02AB01;aprotinin
MB02AB02;alpha1 antitrypsin
MB02AB04;camostat
MB02AB05;ulinastatin
MB02B;vitamin K and other haemostatics
MB02BA;vitamin K
MB02BA01;phytomenadione
MB02BA02;menadione
MB02BB;fibrinogen
MB02BB01;human fibrinogen
MB02BC;hemostatics for local use
MB02BC01;absorbable gelatin sponge
MB02BC02;oxidized cellulose
MB02BC03;tetragalacturonic acid hydroxymethyl ester
MB02BC05;adrenaline
MB02BC06;thrombin
MB02BC07;collagen
MB02BC08;calcium alginate
MB02BC09;adrenaline
MB02BC30;combinations of haemostatics for local use
MB02BD;blood clotting factors
MB02BD01;coagulation factor IX, II, VII and X in combination
MB02BD02;coagulation factor VIII
MB02BD03;factor VIII inhibitor passing coagulation factor
MB02BD04;coagulation factor IX
MB02BD05;coagulation factor VII
MB02BD06;von Willebrand factor and coagulation factor VIII in combination.
MB02BD07;coagulation factor XIII
MB02BD08;coagulation factor VIIa
MB02BD10;von Willebrand factor
MB02BD11;catridecacog
MB02BD13;coagulation factor X
MB02BD14;susoctocog alfa
MB02BD15;valoctocogene roxaparvovec
MB02BD16;etranacogen dezaparvovec
MB02BD17;fidanacogen elaparvovec
MB02BD18;arvenacogene sanparvovec
MB02BD30;thrombin
MB02BX;other systemic haemostatics
MB02BX01;etamsylate
MB02BX02;carbazochrome
MB02BX03;batroxobin
MB02BX04;romiplostim
MB02BX05;eltrombopag
MB02BX06;emicizumab
MB02BX07;lusutrombopag
MB02BX08;avatrombopag
MB02BX09;fostamatinib
MB02BX10;concizumab
MB02BX11;marstacimab
MB02BX12;fitusiran
MB03;anti-anemic agents
MB03A;iron preparations
MB03AA;iron(II), oral agents
MB03AA01;ferroglycine sulfate
MB03AA02;ferrous fumarate
MB03AA03;ferrous gluconate
MB03AA04;ferrocarbonate
MB03AA05;ferrochloride
MB03AA06;ferrosuccinate
MB03AA07;ferrous sulfate
MB03AA08;ferro tartrate
MB03AA09;ferroaspartate
MB03AA10;ferroascorbate
MB03AA11;ferro iodide
MB03AA12;ferrous sodium citrate
MB03AB;iron(III), oral agents
MB03AB01;ferric sodium citrate
MB03AB02;ferric oxide saccharate
MB03AB03;sodium feredetate
MB03AB04;ferric hydroxide
MB03AB05;ferric oxide-polymaltose complexes
MB03AB07;chondroitin sulfate-iron complex
MB03AB08;ferriacetyltransferrin
MB03AB09;ferriprotein succinylate
MB03AB10;ferrimaltol
MB03AC;iron, parenteral agents
MB03AD;iron in combination with folic acid
MB03AD01;ferroamino acid complex and folic acid
MB03AD02;ferrous fumarate and folic acid
MB03AD03;ferrous sulfate and folic acid
MB03AD04;ferric oxide-polymaltose complexes and folic acid
MB03AD05;ferrous gluconate and folic acid
MB03AE;iron in other combinations
MB03AE01;iron, vitamin B12 and folic acid
MB03AE02;iron, multivitamins and folic acid
MB03AE03;iron and multivitamins
MB03AE04;iron, multivitamins and minerals
MB03AE10;various combinations, including iron
MB03B;vitamin B12 and folic acid
MB03BA;vitamin B12 (cyanocobalamin and derivatives)
MB03BA01;cyanocobalamin
MB03BA02;cyanocobalamin-tannin complex
MB03BA03;hydroxocobalamin
MB03BA04;cobamamide
MB03BA05;mecobalamin
MB03BA51;cyanocobalamin, combinations
MB03BA53;hydroxocobalamin, comb.
MB03BB;folic acid and derivatives
MB03BB01;folic acid
MB03BB51;folic acid, combinations
MB03X;other anaesthetics
MB03XA;other anaesthetics
MB03XA01;erythropoietin
MB03XA02;darbepoetin alfa
MB03XA03;methoxypolyethylene glycol-epoetin beta
MB03XA04;peginesatide
MB03XA05;roxadustat
MB03XA06;luspatercept
MB03XA07;daprodustat
MB03XA08;vadadustat
MB03XA09;molidustat
MB03XA10;ephepoetin alfa
MB05;blood substitutes and perfusion fluids
MB05A;blood and related products
MB05AA;blood substitutes and plasma protein fractions
MB05AA01;albumin
MB05AA02;other plasma protein fractions
MB05AA03;fluorocarbon blood substitutes
MB05AA05;dextran
MB05AA06;gelatin compounds
MB05AA07;hydroxyethyl starch
MB05AA08;hemoglobin-crosfumaryl
MB05AA09;hemoglobin refiner
MB05AA10;hemoglobin glutamers (bovine)
MB05AX;other blood products
MB05AX01;erythrocytes
MB05AX02;platelets
MB05AX03;blood plasma
MB05AX04;cord blood stem cells
MB05B;infusion fluids
MB05BA;solutions for parenteral nutrition
MB05BA01;amino acids
MB05BA02;fat emulsions
MB05BA03;carbohydrates
MB05BA04;protein hydrolysates
MB05BA10;combinations of solutions for parenteral nutrition
MB05BB;solutions affecting electrolyte balance
MB05BB01;electrolytes
MB05BB02;electrolytes with carbohydrates
MB05BB03;trometamol
MB05BB04;electrolytes in combination with other substances
MB05BC;solutions for osmotic diuresis
MB05BC01;mannitol
MB05BC02;carbamide
MB05C;flushing fluids
MB05CA;anti-infectives
MB05CA01;cetylpyridine
MB05CA02;chlorhexidine
MB05CA03;nitrofural
MB05CA04;sulfamethizole
MB05CA05;taurolidine
MB05CA06;mandelic acid
MB05CA07;noxythiolin
MB05CA08;ethacridine lactate
MB05CA09;neomycin
MB05CA10;combinations of anti-infectives
MB05CB;salt solutions
MB05CB01;sodium chloride
MB05CB02;sodium citrate
MB05CB03;magnesium citrate
MB05CB04;sodium bicarbonate
MB05CB10;combinations of salt solutions
MB05CX;other flushing fluids
MB05CX01;glucose
MB05CX02;sorbitol
MB05CX03;glycine
MB05CX04;mannitol
MB05CX10;combinations of other flushing fluids
MB05D;peritoneal dialysis fluids
MB05DA;isotonic solutions
MB05DB;hypertonic solutions
MB05X;infusion concentrates
MB05XA;electrolyte solutions
MB05XA01;potassium chloride
MB05XA02;sodium bicarbonate
MB05XA03;sodium chloride
MB05XA04;ammonium chloride
MB05XA05;magnesium sulfate
MB05XA06;potassium phosphate, incl. combination with other potassium salts
MB05XA07;calcium chloride
MB05XA08;sodium acetate
MB05XA09;sodium phosphate
MB05XA10;magnesium phosphate
MB05XA11;magnesium chloride
MB05XA12;zinc chloride
MB05XA13;hydrochloric acid
MB05XA14;sodium glycerophosphate
MB05XA15;potassium lactate
MB05XA16;cardioplegia solutions
MB05XA17;potassium acetate
MB05XA18;zinc sulfate
MB05XA19;calcium gluconate
MB05XA20;sodium selenite
MB05XA30;combinations of electrolytes
MB05XA31;electrolytes in combination with other substances
MB05XB;amino acids
MB05XB01;arginine hydrochloride
MB05XB02;alanylglutamine
MB05XB03;lysine
MB05XC;vitamins
MB05XX;other infusion concentrates
MB05XX02;trometamol
MB05Z;hemodialysis fluids and hemofiltrates
MB05ZA;hemodialysis concentrates
MB05ZB;hemofiltrates
MB06;other haematological agents
MB06A;other haematological agents
MB06AA;enzymes
MB06AA02;fibrinolysin and deoxyribonuclease
MB06AA03;hyaluronidase
MB06AA04;chymotrypsin
MB06AA07;trypsin
MB06AA10;deoxyribonuclease
MB06AA55;streptokinase, combinations
MB06AB;heme products
MB06AB01;hemin
MB06AC;hereditary angioedema agents
MB06AC01;C1 inhibitor, from plasma
MB06AC02;icatibant
MB06AC03;ecallantide
MB06AC04;conestat alfa
MB06AC05;lanadelumab
MB06AC06;berotralstat
MB06AC07;garadacimab
MB06AC08;sebetarstat
MB06AC09;donidalorsen
MB06AX;other haematological agents
MB06AX01;crizanlizumab
MB06AX02;betibeglogen autotemcel
MB06AX03;voxelator
MB06AX04;mitapivat
MB06AX05;exagamglogene autotemcel
MB06AX06;lovotibeglogene autotemcel
MB06AX07;mozafancogene autotemcel
MC;Cardiovascular system
MC01;cardiac therapy
MC01A;cardiac glycosides
MC01AA;digitalis glycosides
MC01AA01;acetyldigitoxin
MC01AA02;acetyldigoxin
MC01AA03;digitalis leaf
MC01AA04;digitoxin
MC01AA05;digoxin
MC01AA06;lanatoside C
MC01AA07;deslanoside
MC01AA08;methyldigoxin
MC01AA09;git format
MC01AA52;acetyl digoxin, comp.
MC01AB;scilla glycosides
MC01AB01;proscillaridin
MC01AB51;proscillaridin, combinations
MC01AC;strophanthus glycosides
MC01AC01;g-strophanthin
MC01AC03;cymarin
MC01AX;other cardiac glycosides
MC01AX02;peruvoside
MC01B;antiarrhythmics, class I and III
MC01BA;antiarrhythmic, class I a
MC01BA01;quinidine
MC01BA02;procainamide
MC01BA03;disopyramide
MC01BA04;sparteine
MC01BA05;ajmaline
MC01BA08;prajmaline
MC01BA12;lorajmin
MC01BA13;hydroquinidine
MC01BA51;quinidine, combinations
MC01BA71;quinidine, combination with psycholeptics
MC01BB;antiarrhythmic, class I b
MC01BB01;lidocaine
MC01BB02;mexiletine
MC01BB03;tocainide
MC01BB04;aprindine
MC01BC;antiarrhythmic, class I c
MC01BC03;propafenone
MC01BC04;flecainide
MC01BC07;lorcainide
MC01BC08;encainide
MC01BC09;ethacizin
MC01BD;antiarrhythmic, class III
MC01BD01;amiodarone
MC01BD02;bretylium tosylate
MC01BD03;bunaftine
MC01BD04;dofetilide
MC01BD05;ibutilide
MC01BD06;tedisamil
MC01BD07;dronedarone
MC01BG;other antiarrhythmics, class I and III
MC01BG01;moracizin
MC01BG07;cibenzoline
MC01BG11;vernakalant
MC01C;cardiac stimulants excl. cardiac glycosides
MC01CA;adrenergic and dopaminergic agents
MC01CA01;ethylephrine
MC01CA02;isoprenaline
MC01CA03;noradrenaline
MC01CA04;dopamine
MC01CA05;norfenephrine
MC01CA06;phenylephrine
MC01CA07;dobutamine
MC01CA08;oxedrine
MC01CA09;metaraminol
MC01CA10;methoxamine
MC01CA11;mephentermine
MC01CA12;dimethofrine
MC01CA13;prenalterol
MC01CA14;dopexamine
MC01CA15;gepefrin
MC01CA16;ibopamine
MC01CA17;midodrine
MC01CA18;octopamine
MC01CA19;fenoldopam
MC01CA21;cafedrine
MC01CA22;arbutamine
MC01CA23;theodrenaline
MC01CA24;adrenaline
MC01CA25;amezinium methylsulfate
MC01CA26;ephedrine
MC01CA27;droxidopa
MC01CA28;centhaquin
MC01CA30;combinations of adrenergic and dopaminergic agents
MC01CA51;ethylephrine, comb.
MC01CE;phosphodiesterase inhibitors
MC01CE01;amrinone
MC01CE02;milrinone
MC01CE03;enoximone
MC01CE04;bucladesin
MC01CX;other cardiac stimulants
MC01CX06;angiotensinamide
MC01CX07;xamoterol
MC01CX08;levosimendan
MC01CX09;angiotensin II
MC01CX10;omecamtiv mecarbil
MC01D;vasodilators used in heart disease
MC01DA;organic nitrates
MC01DA02;glyceryl trinitrate
MC01DA04;methylpropylpropanediol dinitrate
MC01DA05;pentaerythrityl tetranitrate
MC01DA07;propatyl nitrate
MC01DA08;isosorbide dinitrate
MC01DA09;trol nitrate
MC01DA13;erythrityl tetranitrate
MC01DA14;isosorbide mononitrate
MC01DA20;organic nitrates in combinations
MC01DA38;tenitramine
MC01DA52;glyceryl trinitrate, combinations
MC01DA54;methylpropylpropanediol dinitrate, combinations
MC01DA55;pentaerythrityl tetranitrate, combinations
MC01DA57;propethyl nitrate, combinations
MC01DA58;isosorbide dinitrate, combinations
MC01DA59;trol nitrate, combinations
MC01DA63;erythrityl tetranitrate, combinations
MC01DA70;combinations with psycholeptics
MC01DB;quinolone vasodilators
MC01DB01;flosequinane
MC01DX;other vasodilators used in heart disease
MC01DX01;itramintosilate
MC01DX02;prenylamine
MC01DX03;oxyphedrine
MC01DX04;benziodarone
MC01DX05;carbocromene
MC01DX06;hexobendin
MC01DX07;etafenone
MC01DX08;heptaminol
MC01DX09;imolamine
MC01DX10;dilazep
MC01DX11;trapidil
MC01DX12;molsidomine
MC01DX13;efloxat
MC01DX14;cinepazet
MC01DX15;cloridarol
MC01DX16;nicorandil
MC01DX18;linsidomine
MC01DX19;nesiritid
MC01DX21;serelaxin
MC01DX22;vericiguat
MC01DX51;itramine tosylate, combination preparations
MC01DX52;prenylamine, combination preparations
MC01DX53;oxyphedrine, combination preparations
MC01DX54;benziodarone, combination preparations
MC01E;other agents for cardiac therapy
MC01EA;prostaglandins
MC01EA01;alprostadil
MC01EB;other cardiac drugs
MC01EB02;camphor
MC01EB03;indomethacin
MC01EB04;crataegus glycosides
MC01EB05;creatinol phosphate
MC01EB06;phosphocreatine
MC01EB07;fructose 1,6-diphosphate
MC01EB09;ubidecarenone
MC01EB10;adenosine
MC01EB11;tiracizin
MC01EB13;acadesin
MC01EB15;trimetazidine
MC01EB16;ibuprofen
MC01EB17;ivabradine
MC01EB18;ranolazine
MC01EB21;regadenoson
MC01EB22;meldonium
MC01EB23;thiazotic acid
MC01EB24;mavacamten
MC01EB25;acoramidis
MC01EX;other cardiac agents, combinations
MC02;antihypertensives
MC02A;antiadrenergic agents, centrally acting
MC02AA;rauwolfia alkaloids
MC02AA01;rescinnamine
MC02AA02;reserpine
MC02AA03;rauwolfia alkaloids in mixture
MC02AA04;rauwolfia alkaloids, whole root
MC02AA05;deserpidine
MC02AA06;methoserpidine
MC02AA07;bietaserpin
MC02AA52;reserpine, combination preparations
MC02AA53;rauwolfia alkaloids in mixture, combination preparation.
MC02AA57;bietaserpine, combination preparations
MC02AB;methyldopa
MC02AB01;methyldopa (L-form)
MC02AB02;methyldopa (racemic)
MC02AC;imidazoline receptor agonists
MC02AC01;clonidine
MC02AC02;guanfacine
MC02AC04;tolonidine
MC02AC05;moxonidine
MC02AC06;rilmenidine
MC02B;antiadrenergic agents, ganglion blocking
MC02BA;sulfonium derivatives
MC02BA01;trimetaphan
MC02BB;secondary and tertiary amines
MC02BB01;mecamylamine
MC02BC;bis-quaternary ammonium compounds
MC02C;antiadrenergic agents, peripherally acting
MC02CA;alpha-adrenoceptor blocking agents
MC02CA01;prazosin
MC02CA02;indoramine
MC02CA03;trimazosine
MC02CA04;doxazosin
MC02CA06;urapidil
MC02CC;guanidine derivatives
MC02CC01;betanidin
MC02CC02;guanethidine
MC02CC03;guanoxane
MC02CC04;debrisoquin
MC02CC05;guanoclor
MC02CC06;guanazodine
MC02CC07;guanoxabenz
MC02D;arteriolar smooth muscle, agents acting on
MC02DA;thiazide derivatives
MC02DA01;diazoxide
MC02DB;hydrazinophthalazine derivatives
MC02DB01;dihydralazine
MC02DB02;hydralazine
MC02DB03;endralazine
MC02DB04;cadralazine
MC02DC;pyrimidine derivatives
MC02DC01;minoxidil
MC02DD;nitroferricyanide derivatives
MC02DD01;nitroprusside
MC02DG;guanidine derivatives
MC02DG01;pinacidil
MC02K;other antihypertensives
MC02KA;alkaloids, excl. rauwolfia
MC02KA01;veratrum
MC02KB;tyrosine hydroxylase inhibitors
MC02KB01;metyrosine
MC02KC;mao inhibitors
MC02KC01;pargyline
MC02KD;serotonin antagonists
MC02KD01;ketanserin
MC02KN;other antihypertensives
MC02KN01;aprocitentan
MC02KX;antihypertensives for pulmonary arterial hypertension
MC02KX01;bosentan
MC02KX02;ambrisentan
MC02KX03;sitaxentan
MC02KX04;macitentan
MC02KX05;riociguat
MC02KX06;sotatercept
MC02KX52;ambrisentan and tadalafil
MC02KX54;macitentan and tadalafil
MC02L;antihypertensives and diuretics in combination
MC02LA;rauwolfia alkaloids and diuretics in combination
MC02LA01;reserpine and diuretics
MC02LA02;rescinnamine and diuretics
MC02LA03;deserpidine and diuretics
MC02LA04;Methoserpidine and Diuretics
MC02LA07;bietaserpine and diuretics
MC02LA08;rauwolfia alkaloids (whole root) and diuretics
MC02LA09;syrosingopin and diuretics
MC02LA50;comb. of rauwolfia alkaloids and diuretics incl. other combinations
MC02LA51;reserpine and diuretics including other combinations
MC02LA52;rescinnamine and diuretics including other combinations
MC02LA71;reserpine and diuretics incl. combinations with psycholeptics
MC02LB;methyldopa and diuretics in combination
MC02LB01;methyldopa (levorotatory) and diuretics
MC02LC;imidazoline receptor agonists in combination with diuretics
MC02LC01;clonidine and diuretics
MC02LC05;moxonidine and diuretics
MC02LC51;clonidine and diuretics including other combinations
MC02LE;alpha-adrenoceptor blocking agents and diuretics
MC02LE01;prazosin and diuretics
MC02LF;guanidine derivatives and diuretics
MC02LF01;guanethidine and diuretics
MC02LG;hydrazinophthalazine derivatives and diuretics
MC02LG01;dihydralazine and diuretics
MC02LG02;hydralazine and diuretics
MC02LG03;picodralazine and diuretics
MC02LG51;dihydralazine and diuretics, combinations with other drugs
MC02LG73;picodralazine and diuretics, combinations with psycholeptics
MC02LK;alkaloids, excl. rauwolfia, in combination with diuretics
MC02LK01;veratrum and diuretics
MC02LL;MAO inhibitors and diuretics
MC02LL01;pargyline and diuretics
MC02LN;serotonin antagonists and diuretics
MC02LX;other antihypertensives and diuretics
MC02LX01;pinacidil and diuretics
MC02N;combinations of antihypertensives in ATC group C02
MC03;diuretics
MC03A;low-ceiling diuretics, thiazides
MC03AA;thiazides, uncompounded preparations
MC03AA01;bendroflumethiazide
MC03AA02;hydroflumethiazide
MC03AA03;hydrochlorothiazide
MC03AA04;chlorothiazide
MC03AA05;polythiazide
MC03AA06;trichloromethiazide
MC03AA07;cyclopenthiazide
MC03AA08;methyclothiazide
MC03AA09;cyclothiazide
MC03AA13;mebutizide
MC03AB;thiazides and potassium in combination
MC03AB01;bendroflumethiazide and potassium
MC03AB02;hydroflumethiazide and potassium
MC03AB03;hydrochlorothiazide and potassium
MC03AB04;chlorothiazide and potassium
MC03AB05;polythiazide and potassium
MC03AB06;trichlormethiazide and potassium
MC03AB07;cyclopenthiazide and potassium
MC03AB08;methyclothiazide and potassium
MC03AB09;cyclothiazide and potassium
MC03AH;thiazides, combinations with psycholeptics and/or analgesics
MC03AH01;chlorothiazide, combination preparations
MC03AH02;hydroflumethiazide, combinations
MC03AX;thiazides, comb. with other substances
MC03AX01;hydrochlorothiazide, combinations
